system,trial,judge_wer,asr_wer,ref_words
struct-e12,sir0_val-42-000180,120.6896551724138,158.6206896551724,29
struct-e12,sir0_val-42-000182,22.22222222222222,61.111111111111114,54
struct-e12,sir0_val-42-000185,5.2631578947368425,13.157894736842104,38
struct-e12,sir0_val-42-000187,32.142857142857146,35.714285714285715,28
struct-e12,sir0_val-42-000188,94.11764705882354,0.0,17
struct-e12,sir0_val-42-000189,200.0,207.69230769230768,13
struct-e12,sir0_val-42-000190,37.83783783783784,43.24324324324324,37
struct-e12,sir0_val-42-000192,12.0,32.0,25
struct-e12,sir0_val-42-000194,60.869565217391305,39.130434782608695,23
struct-e12,sir0_val-42-000195,58.333333333333336,70.83333333333333,24
struct-e12,sir0_val-42-000198,15.0,10.0,40
